id,name,portion_g,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,calcium_mg,iron_mg,sodium_mg,defaultUnit,units,unitConversions,nutritionPer100g,category,source_pdf,page,notes
melancia_crua,"Melancia, crua",100,33.0,0.9,NULL,8.1,0.1,8.0,0.2,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 33.0, ""energy_kj"": 136.0, ""protein"": 0.9, ""carbs"": 8.1, ""fiber"": 0.1, ""moisture"": 90.7, ""ash"": 0.3, ""calcium"": 8.0, ""magnesium"": 10.0, ""manganese"": 0.14, ""phosphorus"": 12.0, ""iron"": 0.2, ""potassium"": 104.0, ""copper"": 0.04, ""zinc"": 0.1, ""re"": 61.0, ""rae"": 31.0, ""vitamin_c"": 6.1}",Frutas,#1food-moz.pdf,1,Entry 235 from source table
melão_cru,"Melão, cru",100,29.0,0.7,NULL,7.5,0.3,3.0,0.2,11.0,100g,"[""100g"", ""gramas"", ""g"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""colher de sopa"": 12, ""colher de chá"": 4, ""xícara"": 180, ""kg"": 1000}","{""calories"": 29.0, ""energy_kj"": 123.0, ""protein"": 0.7, ""carbs"": 7.5, ""fiber"": 0.3, ""moisture"": 91.3, ""ash"": 0.5, ""calcium"": 3.0, ""magnesium"": 6.0, ""manganese"": 0.05, ""phosphorus"": 10.0, ""iron"": 0.2, ""sodium"": 11.0, ""potassium"": 216.0, ""copper"": 0.04, ""zinc"": 0.1, ""re"": 2.0, ""rae"": 1.0, ""pyridoxine"": 0.02, ""vitamin_c"": 8.7}",Açúcares,#1food-moz.pdf,1,Entry 236 from source table
mexerica_murcote_crua,"Mexerica, Murcote, crua",100,58.0,0.9,0.1,14.9,3.1,33.0,0.1,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 58.0, ""energy_kj"": 241.0, ""protein"": 0.9, ""fat"": 0.1, ""carbs"": 14.9, ""fiber"": 3.1, ""moisture"": 83.7, ""ash"": 0.5, ""calcium"": 33.0, ""magnesium"": 12.0, ""manganese"": 0.05, ""phosphorus"": 19.0, ""iron"": 0.1, ""sodium"": 1.0, ""potassium"": 159.0, ""copper"": 0.06, ""zinc"": 0.1, ""thiamine"": 0.08, ""riboflavin"": 0.07, ""pyridoxine"": 0.05, ""vitamin_c"": 21.8}",Alimentos,#1food-moz.pdf,1,Entry 237 from source table
mexerica_rio_crua,"Mexerica, Rio, crua",100,37.0,0.7,0.1,9.3,2.7,17.0,0.1,2.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 37.0, ""energy_kj"": 154.0, ""protein"": 0.7, ""fat"": 0.1, ""carbs"": 9.3, ""fiber"": 2.7, ""moisture"": 89.6, ""ash"": 0.3, ""calcium"": 17.0, ""magnesium"": 8.0, ""manganese"": 0.05, ""phosphorus"": 14.0, ""iron"": 0.1, ""sodium"": 2.0, ""potassium"": 125.0, ""copper"": 0.07, ""zinc"": 0.2, ""thiamine"": 0.03, ""vitamin_c"": 112.0}",Alimentos,#1food-moz.pdf,1,Entry 238 from source table
morango_cru,"Morango, cru",100,30.0,0.9,0.3,6.8,1.7,11.0,0.3,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 30.0, ""energy_kj"": 126.0, ""protein"": 0.9, ""fat"": 0.3, ""carbs"": 6.8, ""fiber"": 1.7, ""moisture"": 91.5, ""ash"": 0.5, ""calcium"": 11.0, ""magnesium"": 10.0, ""manganese"": 0.33, ""phosphorus"": 22.0, ""iron"": 0.3, ""potassium"": 184.0, ""copper"": 0.06, ""zinc"": 0.2, ""riboflavin"": 0.03, ""pyridoxine"": 0.03, ""vitamin_c"": 63.6}",Frutas,#1food-moz.pdf,1,Entry 239 from source table
nêspera_crua,"Nêspera, crua",100,43.0,0.3,NULL,11.5,3.0,20.0,0.1,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 43.0, ""energy_kj"": 178.0, ""protein"": 0.3, ""carbs"": 11.5, ""fiber"": 3.0, ""moisture"": 87.8, ""ash"": 0.4, ""calcium"": 20.0, ""magnesium"": 10.0, ""manganese"": 0.07, ""phosphorus"": 10.0, ""iron"": 0.1, ""potassium"": 113.0, ""copper"": 0.12, ""zinc"": 0.1, ""re"": 170.0, ""rae"": 85.0, ""vitamin_c"": 3.2}",Alimentos,#1food-moz.pdf,1,Entry 240 from source table
pequi_cru,"Pequi, cru",100,205.0,2.3,18.0,13.0,19.0,32.0,0.3,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 205.0, ""energy_kj"": 858.0, ""protein"": 2.3, ""fat"": 18.0, ""carbs"": 13.0, ""fiber"": 19.0, ""moisture"": 65.9, ""ash"": 0.8, ""calcium"": 32.0, ""magnesium"": 30.0, ""manganese"": 0.64, ""phosphorus"": 34.0, ""iron"": 0.3, ""potassium"": 298.0, ""copper"": 0.21, ""zinc"": 1.0, ""re"": 60.0, ""rae"": 30.0, ""thiamine"": 0.17, ""riboflavin"": 0.48, ""pyridoxine"": 0.06, ""niacin"": 2.57, ""vitamin_c"": 8.3}",Alimentos,#1food-moz.pdf,1,Entry 241 from source table
pêra_park_crua,"Pêra, Park, crua",100,61.0,0.2,0.2,16.1,3.0,9.0,0.3,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 61.0, ""energy_kj"": 254.0, ""protein"": 0.2, ""fat"": 0.2, ""carbs"": 16.1, ""fiber"": 3.0, ""moisture"": 83.2, ""ash"": 0.3, ""calcium"": 9.0, ""magnesium"": 6.0, ""manganese"": 0.04, ""phosphorus"": 12.0, ""iron"": 0.3, ""sodium"": 1.0, ""potassium"": 102.0, ""copper"": 0.08, ""zinc"": 0.1, ""thiamine"": 0.06, ""vitamin_c"": 2.4}",Alimentos,#1food-moz.pdf,1,Entry 242 from source table
pêra_williams_crua,"Pêra, Williams, crua",100,53.0,0.6,0.1,14.0,3.0,8.0,0.1,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 53.0, ""energy_kj"": 223.0, ""protein"": 0.6, ""fat"": 0.1, ""carbs"": 14.0, ""fiber"": 3.0, ""moisture"": 85.0, ""ash"": 0.3, ""calcium"": 8.0, ""magnesium"": 6.0, ""manganese"": 0.04, ""phosphorus"": 12.0, ""iron"": 0.1, ""potassium"": 116.0, ""copper"": 0.07, ""zinc"": 0.1, ""vitamin_c"": 2.8}",Alimentos,#1food-moz.pdf,1,Entry 243 from source table
pêssego_aurora_cru,"Pêssego, Aurora, cru",100,36.0,0.8,NULL,9.3,1.4,3.0,0.2,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 36.0, ""energy_kj"": 152.0, ""protein"": 0.8, ""carbs"": 9.3, ""fiber"": 1.4, ""moisture"": 89.3, ""ash"": 0.5, ""calcium"": 3.0, ""magnesium"": 4.0, ""manganese"": 0.05, ""phosphorus"": 15.0, ""iron"": 0.2, ""potassium"": 124.0, ""copper"": 0.02, ""zinc"": 0.1, ""thiamine"": 0.05, ""vitamin_c"": 3.3}",Alimentos,#1food-moz.pdf,1,Entry 244 from source table
pêssego_enlatado_em_calda,"Pêssego, enlatado, em calda",100,63.0,0.7,NULL,16.9,1.0,4.0,0.6,3.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 63.0, ""energy_kj"": 264.0, ""protein"": 0.7, ""carbs"": 16.9, ""fiber"": 1.0, ""moisture"": 82.2, ""ash"": 0.2, ""calcium"": 4.0, ""magnesium"": 4.0, ""manganese"": 0.03, ""phosphorus"": 9.0, ""iron"": 0.6, ""sodium"": 3.0, ""potassium"": 95.0, ""copper"": 0.04, ""zinc"": 0.1, ""re"": 48.0, ""rae"": 24.0}",Alimentos,#1food-moz.pdf,1,Entry 245 from source table
pinha_crua,"Pinha, crua",100,88.0,1.5,0.3,22.4,3.4,21.0,0.2,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 88.0, ""energy_kj"": 370.0, ""protein"": 1.5, ""fat"": 0.3, ""carbs"": 22.4, ""fiber"": 3.4, ""moisture"": 75.0, ""ash"": 0.7, ""calcium"": 21.0, ""magnesium"": 31.0, ""manganese"": 0.15, ""phosphorus"": 34.0, ""iron"": 0.2, ""sodium"": 1.0, ""potassium"": 283.0, ""copper"": 0.11, ""zinc"": 0.2, ""thiamine"": 0.12, ""riboflavin"": 0.04, ""pyridoxine"": 0.09, ""vitamin_c"": 35.9}",Alimentos,#1food-moz.pdf,1,Entry 246 from source table
pitanga_crua,"Pitanga, crua",100,41.0,0.9,0.2,10.2,3.2,18.0,0.4,2.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 41.0, ""energy_kj"": 173.0, ""protein"": 0.9, ""fat"": 0.2, ""carbs"": 10.2, ""fiber"": 3.2, ""moisture"": 88.3, ""ash"": 0.4, ""calcium"": 18.0, ""magnesium"": 12.0, ""manganese"": 0.36, ""phosphorus"": 13.0, ""iron"": 0.4, ""sodium"": 2.0, ""potassium"": 113.0, ""copper"": 0.08, ""zinc"": 0.4, ""re"": 154.0, ""rae"": 77.0, ""thiamine"": 0.03, ""riboflavin"": 0.1, ""vitamin_c"": 24.9}",Alimentos,#1food-moz.pdf,1,Entry 247 from source table
pitanga_polpa_congelada,"Pitanga, polpa, congelada",100,19.0,0.3,0.1,4.8,0.7,8.0,0.4,5.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 19.0, ""energy_kj"": 80.0, ""protein"": 0.3, ""fat"": 0.1, ""carbs"": 4.8, ""fiber"": 0.7, ""moisture"": 94.6, ""ash"": 0.3, ""calcium"": 8.0, ""magnesium"": 6.0, ""manganese"": 0.05, ""phosphorus"": 12.0, ""iron"": 0.4, ""sodium"": 5.0, ""potassium"": 87.0, ""copper"": 0.06, ""zinc"": 0.1, ""re"": 146.0, ""rae"": 73.0}",Alimentos,#1food-moz.pdf,1,Entry 248 from source table
romã_crua,"Romã, crua",100,56.0,0.4,NULL,15.1,0.4,5.0,0.3,1.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 56.0, ""energy_kj"": 233.0, ""protein"": 0.4, ""carbs"": 15.1, ""fiber"": 0.4, ""moisture"": 84.0, ""ash"": 0.5, ""calcium"": 5.0, ""magnesium"": 13.0, ""manganese"": 0.13, ""phosphorus"": 40.0, ""iron"": 0.3, ""sodium"": 1.0, ""potassium"": 485.0, ""copper"": 0.19, ""zinc"": 0.7, ""thiamine"": 0.12, ""riboflavin"": 0.17, ""pyridoxine"": 0.05, ""vitamin_c"": 8.1}",Alimentos,#1food-moz.pdf,1,Entry 249 from source table
tamarindo_cru,"Tamarindo, cru",100,276.0,3.2,0.5,72.5,6.4,37.0,0.6,0.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 276.0, ""energy_kj"": 1154.0, ""protein"": 3.2, ""fat"": 0.5, ""carbs"": 72.5, ""fiber"": 6.4, ""moisture"": 22.0, ""ash"": 1.9, ""calcium"": 37.0, ""magnesium"": 59.0, ""manganese"": 0.34, ""phosphorus"": 55.0, ""iron"": 0.6, ""sodium"": 0.0, ""potassium"": 723.0, ""copper"": 0.29, ""zinc"": 0.7, ""thiamine"": 0.31, ""pyridoxine"": 0.1, ""vitamin_c"": 7.2}",Alimentos,#1food-moz.pdf,1,Entry 250 from source table
tangerina_poncã_crua,"Tangerina, Poncã, crua",100,38.0,0.8,0.1,9.6,0.9,13.0,0.1,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 38.0, ""energy_kj"": 158.0, ""protein"": 0.8, ""fat"": 0.1, ""carbs"": 9.6, ""fiber"": 0.9, ""moisture"": 89.2, ""ash"": 0.3, ""calcium"": 13.0, ""magnesium"": 8.0, ""manganese"": 0.04, ""phosphorus"": 12.0, ""iron"": 0.1, ""potassium"": 131.0, ""copper"": 0.03, ""re"": 47.0, ""rae"": 24.0, ""thiamine"": 0.06, ""riboflavin"": 0.02, ""pyridoxine"": 0.02, ""vitamin_c"": 48.8}",Alimentos,#1food-moz.pdf,1,Entry 251 from source table
tangerina_poncã_suco,"Tangerina, Poncã, suco",100,36.0,0.5,NULL,8.8,NULL,4.0,NULL,NULL,100ml,"[""100ml"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá""]","{""100ml"": 100, ""ml"": 1, ""litro"": 1000, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5}","{""calories"": 36.0, ""energy_kj"": 151.0, ""protein"": 0.5, ""carbs"": 8.8, ""moisture"": 90.4, ""ash"": 0.3, ""calcium"": 4.0, ""magnesium"": 6.0, ""manganese"": 0.02, ""phosphorus"": 9.0, ""potassium"": 119.0, ""copper"": 0.02, ""re"": 51.0, ""rae"": 26.0, ""thiamine"": 0.06, ""pyridoxine"": 0.03, ""vitamin_c"": 41.8}",Bebidas,#1food-moz.pdf,1,Entry 252 from source table
tucumã_cru,"Tucumã, cru",100,262.0,2.1,19.1,26.5,12.7,46.0,0.6,4.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 262.0, ""energy_kj"": 1096.0, ""protein"": 2.1, ""fat"": 19.1, ""carbs"": 26.5, ""fiber"": 12.7, ""moisture"": 51.3, ""ash"": 1.1, ""calcium"": 46.0, ""magnesium"": 121.0, ""manganese"": 0.55, ""phosphorus"": 53.0, ""iron"": 0.6, ""sodium"": 4.0, ""potassium"": 401.0, ""copper"": 0.39, ""zinc"": 0.9, ""re"": 2363.0, ""rae"": 1181.0, ""thiamine"": 0.04, ""pyridoxine"": 0.11, ""vitamin_c"": 18.0}",Alimentos,#1food-moz.pdf,1,Entry 253 from source table
umbu_cru,"Umbu, cru",100,37.0,0.8,NULL,9.4,2.0,12.0,0.1,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 37.0, ""energy_kj"": 155.0, ""protein"": 0.8, ""carbs"": 9.4, ""fiber"": 2.0, ""moisture"": 89.3, ""ash"": 0.5, ""calcium"": 12.0, ""magnesium"": 11.0, ""manganese"": 0.03, ""phosphorus"": 13.0, ""iron"": 0.1, ""potassium"": 152.0, ""copper"": 0.04, ""zinc"": 0.4, ""thiamine"": 0.05, ""riboflavin"": 0.06, ""pyridoxine"": 0.03, ""vitamin_c"": 24.1}",Alimentos,#1food-moz.pdf,1,Entry 254 from source table
umbu_polpa_congelada,"Umbu, polpa, congelada",100,34.0,0.5,0.1,8.8,1.3,11.0,0.2,6.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 34.0, ""energy_kj"": 142.0, ""protein"": 0.5, ""fat"": 0.1, ""carbs"": 8.8, ""fiber"": 1.3, ""moisture"": 90.2, ""ash"": 0.4, ""calcium"": 11.0, ""magnesium"": 8.0, ""manganese"": 0.05, ""phosphorus"": 13.0, ""iron"": 0.2, ""sodium"": 6.0, ""potassium"": 154.0, ""copper"": 0.04, ""zinc"": 0.1, ""riboflavin"": 0.06, ""vitamin_c"": 4.0}",Alimentos,#1food-moz.pdf,1,Entry 255 from source table
uva_itália_crua,"Uva, Itália, crua",100,53.0,0.7,0.2,13.6,0.9,7.0,0.1,NULL,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 53.0, ""energy_kj"": 221.0, ""protein"": 0.7, ""fat"": 0.2, ""carbs"": 13.6, ""fiber"": 0.9, ""moisture"": 85.0, ""ash"": 0.6, ""calcium"": 7.0, ""magnesium"": 5.0, ""manganese"": 0.13, ""phosphorus"": 12.0, ""iron"": 0.1, ""potassium"": 162.0, ""copper"": 0.11, ""re"": 5.0, ""rae"": 3.0, ""pyridoxine"": 0.03, ""vitamin_c"": 3.3}",Frutas,#1food-moz.pdf,1,Entry 256 from source table
uva_rubi_crua,"Uva, Rubi, crua",100,49.0,0.6,0.2,12.7,0.9,8.0,0.2,8.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 49.0, ""energy_kj"": 205.0, ""protein"": 0.6, ""fat"": 0.2, ""carbs"": 12.7, ""fiber"": 0.9, ""moisture"": 86.1, ""ash"": 0.5, ""calcium"": 8.0, ""magnesium"": 6.0, ""manganese"": 0.07, ""phosphorus"": 23.0, ""iron"": 0.2, ""sodium"": 8.0, ""potassium"": 159.0, ""copper"": 0.05, ""thiamine"": 0.02, ""riboflavin"": 0.02, ""vitamin_c"": 1.9}",Frutas,#1food-moz.pdf,1,Entry 257 from source table
uva_suco_concentrado_envasado,"Uva, suco concentrado, envasado",100,58.0,NULL,NULL,14.7,0.2,9.0,0.1,10.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""unidade pequena"", ""unidade média"", ""unidade grande"", ""fatia"", ""rodela"", ""xícara"", ""colher de sopa"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 150, ""unidade pequena"": 100, ""unidade média"": 150, ""unidade grande"": 200, ""fatia"": 50, ""rodela"": 30, ""xícara"": 120, ""colher de sopa"": 15, ""kg"": 1000}","{""calories"": 58.0, ""energy_kj"": 241.0, ""carbs"": 14.7, ""fiber"": 0.2, ""moisture"": 85.1, ""ash"": 0.2, ""calcium"": 9.0, ""magnesium"": 7.0, ""manganese"": 0.2, ""phosphorus"": 10.0, ""iron"": 0.1, ""sodium"": 10.0, ""potassium"": 54.0, ""copper"": 0.13, ""zinc"": 0.1, ""thiamine"": 0.07, ""riboflavin"": 0.02, ""pyridoxine"": 0.05, ""vitamin_c"": 21.0}",Frutas,#1food-moz.pdf,1,Entry 258 from source table
azeite_de_dendê,"Azeite, de dendê",100,884.0,NULL,100.0,NULL,NULL,NULL,NULL,NULL,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""colher de sopa"", ""colher de chá"", ""fio""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 0.92, ""litro"": 920, ""colher de sopa"": 13, ""colher de chá"": 4, ""fio"": 2}","{""calories"": 884.0, ""energy_kj"": 3699.0, ""fat"": 100.0, ""manganese"": 259.0}",Óleos,#1food-moz.pdf,1,Entry 259 from source table
azeite_de_oliva_extra_virgem,"Azeite, de oliva, extra virgem",100,884.0,NULL,100.0,NULL,NULL,NULL,NULL,NULL,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""colher de sopa"", ""colher de chá"", ""fio""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 0.92, ""litro"": 920, ""colher de sopa"": 13, ""colher de chá"": 4, ""fio"": 2}","{""calories"": 884.0, ""energy_kj"": 3699.0, ""fat"": 100.0, ""manganese"": 260.0}",Óleos,#1food-moz.pdf,1,Entry 260 from source table
manteiga_com_sal,"Manteiga, com sal",100,726.0,0.4,82.4,0.1,NULL,9.0,0.2,579.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 726.0, ""energy_kj"": 3037.0, ""protein"": 0.4, ""fat"": 82.4, ""carbs"": 0.1, ""cholesterol"": 201.0, ""moisture"": 15.8, ""ash"": 1.4, ""calcium"": 9.0, ""magnesium"": 1.0, ""phosphorus"": 28.0, ""iron"": 0.2, ""sodium"": 579.0, ""potassium"": 15.0, ""retinol"": 924.0}",Laticínios,#1food-moz.pdf,1,Entry 261 from source table
manteiga_sem_sal,"Manteiga, sem sal",100,758.0,0.4,86.0,0.0,NULL,4.0,NULL,4.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 758.0, ""energy_kj"": 3170.0, ""protein"": 0.4, ""fat"": 86.0, ""carbs"": 0.0, ""cholesterol"": 214.0, ""moisture"": 13.6, ""ash"": 0.1, ""calcium"": 4.0, ""magnesium"": 1.0, ""phosphorus"": 7.0, ""sodium"": 4.0, ""potassium"": 5.0, ""copper"": 0.04, ""retinol"": 1013.0}",Laticínios,#1food-moz.pdf,1,Entry 262 from source table
margarina_com_óleo_hidrogenado_com_sal_65_de_lipídeos,"Margarina, com óleo hidrogenado, com sal (65% de lipídeos)",100,596.0,NULL,67.4,0.0,NULL,6.0,0.1,894.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""colher de sopa"", ""colher de chá"", ""fio""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 0.92, ""litro"": 920, ""colher de sopa"": 13, ""colher de chá"": 4, ""fio"": 2}","{""calories"": 596.0, ""energy_kj"": 2494.0, ""fat"": 67.4, ""carbs"": 0.0, ""moisture"": 32.2, ""ash"": 1.9, ""calcium"": 6.0, ""magnesium"": 1.0, ""phosphorus"": 7.0, ""iron"": 0.1, ""sodium"": 894.0, ""potassium"": 21.0, ""retinol"": 462.0}",Óleos,#1food-moz.pdf,1,Entry 263 from source table
